Platform,Title,Instructor_Partner,Description,Rating,Reviews,Price,Details,URL
Coursera,Foundations of Digital Health & Ethical Aspects,Empower School of Health,nan,nan,14 reviews,nan,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/dh-health-transformation-ethical-considerations
Coursera,RPA Basics and Introduction to UiPath,UiPath,nan,nan,402 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/rpa-basics-and-introduction-to-uipath
Coursera,VMware VCP-DCV (Updated for vSphere 7),Packt,nan,nan,nan,nan,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-vmware-vcp-dcv-updated-for-vsphere-7
Coursera,Getting Started with Go,"University of California, Irvine",nan,nan,2.5K reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/golang-getting-started
Coursera,Exam Prep AZ-305: Microsoft Azure Solutions Architect Expert,Whizlabs,nan,nan,nan,nan,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/exam-prep-az-305-microsoft-certified-azure-solutions-architect-expert
Coursera,Leading Organizational Change,Kennesaw State University,nan,nan,25 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/leading-organizational-change
Coursera,Six Sigma Advanced Analyze Phase,Kennesaw State University,nan,nan,987 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/six-sigma-analyze-advanced
Coursera,Statistics in Psychological Research,American Psychological Association,nan,nan,66 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/statistics-in-psychological-research
Coursera,English Lower Intermediate B1.1,Università di Napoli Federico II,"Skills you'll gain: English Language, Social Skills, Language Learning, Interpersonal Communications, Vocabulary, Verbal Communication Skills, Communication, Oral Comprehension, Grammar",nan,254 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/english-lower-intermediateb1
Coursera,Six Sigma Tools for Improve and Control,Kennesaw State University,nan,nan,1.4K reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/six-sigma-improve-control
Coursera,Supply Chain Planning,"University of California, Irvine",nan,nan,323 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/supply-chain-planning
Coursera,Cosmetic Product Development,Olay,nan,nan,74 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cosmetic-product-development
Coursera,AI for Mining,AI CERTs,nan,nan,nan,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-for-mining
Coursera,Renewable Energy Technology Fundamentals,University of Colorado Boulder,nan,nan,792 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/renewable-energy-technology-fundamentals
Coursera,Architecting Solutions on AWS,Amazon Web Services,nan,nan,567 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/architecting-solutions-on-aws
Coursera,Refugee & Asylum Advocacy: Legal Frameworks for Protection,University of Pennsylvania,nan,nan,7 reviews,nan,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/refugee-asylum-advocacy
Coursera,The Business of Product Management I,Advancing Women in Tech,nan,nan,818 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/the-business-of-product-management-one
Coursera,Generative AI for Graphic Designers,Adobe,nan,nan,nan,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-graphic-designers
Coursera,Human Factors in AI,Duke University,nan,nan,209 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/human-factors-in-artificial-intelligence
Coursera,Communication Strategies for a Virtual Age,University of Toronto,nan,nan,4.4K reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/communication-strategies-virtual-age
Coursera,Gobierno Corporativo,Universidad Nacional Autónoma de México,nan,nan,61 reviews,nan,Beginner · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/gobiernocorp
Coursera,Project Delivery in Business Analysis and Capstone Project,Microsoft,nan,nan,96 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/project-delivery-in-business-analysis-and-capstone-project
Coursera,Computer Architecture Essentials on Arm,Arm,nan,nan,nan,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/computer-architecture-essentials-on-arm
Coursera,Information Security Risk Management for ISO 27001/ISO 27002,Packt,nan,nan,nan,nan,Beginner · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-information-security-risk-management-for-iso-27001iso-27002
Coursera,Mastering KiCAD: Open-Source PCB Design for Beginners,Coursera,nan,nan,28 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/mastering-kicad-open-source-pcb-design-for-beginners
Coursera,Advanced Django: Mastering Django and Django Rest Framework,Codio,nan,nan,160 reviews,nan,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/codio-advanced-django-and-django-rest-framework
Coursera,App Development With AI And App Marketing And Monetization,Alex Genadinik,nan,nan,nan,nan,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/app-development-and-marketing
Coursera,Cryptography,"University of Maryland, College Park",nan,nan,1.3K reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/cryptography
Coursera,AI and Disaster Management,DeepLearning.AI,nan,nan,319 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-and-disaster-management
Coursera,Predictive Analytics with SPSS: Analyze & Apply,EDUCBA,nan,nan,14 reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/predictive-analytics-spss-analyze-apply
Coursera,Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),Kennesaw State University,nan,nan,695 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/business-model-canvas
Coursera,Foundations of Coding Back-End,Microsoft,nan,nan,114 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/foundations-of-coding-back-end
Coursera,"Introduction to Software, Programming, and Databases",IBM,nan,nan,464 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-software-programming-and-databases
Coursera,"Multichannel Marketing - Email, Content and Mobile Marketing",Simplilearn,nan,nan,37 reviews,nan,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/multichannelmarketing-emailcontentandmobilemarketing
Coursera,Behavior Architecture - Understanding Human Behavior,Fractal Analytics,nan,nan,54 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/behavior-architecture-understanding-human-behavior
Coursera,"Philosophy, Science and Religion: Science and Philosophy",The University of Edinburgh,nan,nan,1.1K reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/philosophy-science-religion-1
Coursera,Research for Impact,University of Cape Town,nan,nan,198 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/research-for-impact
Coursera,Financial Planning for Young Adults,University of Illinois Urbana-Champaign,nan,nan,1.4K reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/financial-planning
Coursera,State Estimation and Localization for Self-Driving Cars,University of Toronto,nan,nan,839 reviews,nan,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars
Coursera,Microsoft R Programming for Everyone,Microsoft,nan,nan,6 reviews,nan,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-r-programming-for-everyone
Coursera,Project Valuation and the Capital Budgeting Process,University of Colorado Boulder,nan,nan,236 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/project-valuation-and-the-capital-budgeting-process
Coursera,Generative AI for Creative Workflows,Adobe,nan,nan,9 reviews,nan,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-creative-workflows
Coursera,Healthcare Analytics Essentials,Northeastern University,nan,nan,39 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/healthcare-analytics-essentials
Coursera,Foundations of Neuroscience,Johns Hopkins University,nan,nan,39 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/foundations-of-neuroscience
Coursera,Fundamentals of Robotics & Industrial Automation,L&T EduTech,nan,nan,114 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/fundamentals-of-robotics--industrial-automation
Coursera,APIs,Meta,nan,nan,376 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/apis
Coursera,Introduction to Health Policy,O.P. Jindal Global University,nan,nan,nan,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-health-policy-1
Coursera,Leadership Principles for Software Engineers,Advancing Women in Tech,nan,nan,72 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/real-world-engineering-management-1
Coursera,Learning and memory in the brain: a guide for teachers,University of Cambridge,nan,nan,27 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/learning-and-memory-in-the-brain-a-guide-for-teachers
Coursera,Diseño instruccional para el aprendizaje activo,Tecnológico de Monterrey,nan,nan,910 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/aprendizaje-activo
Coursera,AI Security: Security in the Age of Artificial Intelligence,Coursera,nan,nan,nan,nan,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-security-security-in-the-age-of-artificial-intelligence
Coursera,Mobilité et urbanisme,École Polytechnique Fédérale de Lausanne,nan,nan,120 reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/mobiurba
Coursera,Introduction to Software Testing,University of Minnesota,nan,nan,829 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-software-testing
Coursera,Computer Networks and Network Security,IBM,nan,nan,3.5K reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/network-security-database-vulnerabilities
Coursera,Mindfulness and Well-being: Foundations,Rice University,nan,nan,867 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/foundations-of-mindfulness
Coursera,Agile and Project Management Mastery for Scrum Leaders,Simplilearn,nan,nan,13 reviews,nan,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/agile-and-project-management-mastery-for-scrum-leaders
Coursera,Multichannel Content Marketing,Adobe,nan,nan,82 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/multichannel-content-marketing
Coursera,Deep Learning for Computer Vision,MathWorks,nan,nan,35 reviews,nan,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/deep-learning-computer-vision
Coursera,Introduction to Generative AI - Français,Google Cloud,nan,nan,33 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai---franais
Coursera,The GRC Approach to Managing Cybersecurity,Kennesaw State University,nan,nan,366 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/grc-approach-to-managing-cybersecurity
Coursera,Cybersecurity and Privacy,Microsoft,nan,nan,146 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-and-privacy
Coursera,Human-Centered Artificial Intelligence,Clemson University,nan,nan,17 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/hcc-6600-human-centered-ai
Coursera,"Fixed Income Securities: Analyze, Value & Apply",EDUCBA,nan,nan,20 reviews,nan,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/fixed-income-securities-analyze-value-apply
Coursera,Citizenship and the Rule of Law,University of London,nan,nan,537 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/citizenship-rule-of-law
Coursera,Maximizing Success: Mastering the Art of Goal Setting,Starweaver,"Skills you'll gain: Goal Setting, Smart Goals, Adaptability, Empowerment, Business Priorities, Professional Development, Productivity, Performance Metric, Verbal Communication Skills, Key Performance Indicators (KPIs), Communication, Personal Development, Expectation Management, Milestones (Project Management), Organizational Development, Organizational Change, Time Management, Self-Motivation, Strategic Thinking, Problem Solving",nan,39 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/maximizing-success-mastering-the-art-of-goal-setting
Coursera,English for Media Literacy,University of Pennsylvania,nan,nan,2.1K reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/media
Coursera,Autodesk Civil 3D 2025 Unleashed,Packt,nan,nan,nan,nan,Beginner · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-autodesk-civil-3d-2025-unleashed
Coursera,WhatsApp Business Platform for Developers,Meta,nan,nan,105 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/whatsapp-business-platform-for-developers
Coursera,"Foundations of Governance, Risk, and Compliance",ISC2,nan,nan,nan,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/foundations-of-governance-risk-and-compliance
Coursera,ESG Essentials: Sustainable Business Strategies,The University of Hong Kong,nan,nan,nan,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/esg-essentials
Coursera,Principles of Economics: Macroeconomics - The Big Picture,Rice University,nan,nan,65 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/principles-of-economics-macroeconomics
Coursera,The Product Owner Profession: Unleashing the Power of Scrum,SkillUp,nan,nan,162 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/product-owner-unleashing-the-power-of-scrum
Coursera,Ciencia de datos,Universidad de los Andes,nan,nan,570 reviews,nan,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/ciencia-de-datos
Coursera,Adobe Illustrator for Beginners: Create Vector Artwork,Coursera,nan,nan,30 reviews,nan,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/adobe-illustrator-for-beginners-create-vector-artwork
